PLAYER,CURRENTTEAM,AGE,DATE OF BIRTH,POS,HANDED,DRAFTED,EXTENSION,SIGNING DATE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,S.BONUS,PlayerId,TYPE,TEAM,TEAMS
Samuel Girard,COL,23.0,1998-05-12,LD/RD,Left,47 - Round 2 - 2016 (NSH),True,2019-07-31,22.0,,7.0,UFA,2027.0,5000000.0,6.1,5000000.0,5000000.0,5000000.0,0.0,8479398.0,Standard,COL,COL
Evan Fitzpatrick,-,23.0,1998-01-28,G,Left,59 - Round 2 - 2016 (STL),False,2022-01-14,23.0,,1.0,UFANo QO,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479399.0,Standard,FLA,FLA
Pierre-Luc Dubois,WPG,23.0,1998-06-24,C,Left,3 - Round 1 - 2016 (CBJ),False,2020-12-31,22.0,,2.0,RFA,2022.0,5000000.0,6.1,5000000.0,6650000.0,6650000.0,0.0,8479400.0,Standard,WPG,WPG
Jake Bean,CBJ,23.0,1998-06-09,LD/RD,Left,13 - Round 1 - 2016 (CAR),False,2021-07-29,23.0,,3.0,RFA,2024.0,2333333.0,2.9,2333333.0,1900000.0,1900000.0,0.0,8479402.0,Standard,CBJ,CBJ
Tyler Parsons,-,23.0,1997-09-18,G,Left,54 - Round 2 - 2016 (CGY),False,2021-08-12,23.0,,1.0,UFANo QO,2022.0,771750.0,0.9,771750.0,771750.0,771750.0,0.0,8479403.0,Standard,CGY,CGY
Henrik Borgström,WSH,23.0,1997-08-06,C,Left,23 - Round 1 - 2016 (FLA),False,2021-05-12,23.0,,2.0,RFA,2023.0,1000000.0,1.2,1000000.0,900000.0,900000.0,0.0,8479404.0,Standard,CHI,CHI
Otto Somppi,-,23.0,1998-01-12,C,Left,206 - Round 7 - 2016 (TBL),True,2021-07-27,23.0,,1.0,UFANo QO,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479405.0,Standard,TBL,TBL
Filip Gustavsson,MIN,23.0,1998-06-07,G,Left,55 - Round 2 - 2016 (PIT),False,2021-08-29,23.0,,2.0,RFA,2023.0,787500.0,1.0,787500.0,750000.0,750000.0,0.0,8479406.0,Standard,OTT,OTT
Jesper Bratt,NJD,22.0,1998-07-30,"RW, LW",Left,162 - Round 6 - 2016 (NJD),False,2021-01-10,21.0,,2.0,RFA,2022.0,2750000.0,3.4,2750000.0,3450000.0,3450000.0,0.0,8479407.0,Standard,NJD,NJD
Eetu Tuulola,CGY,23.0,1998-03-17,RW,Right,156 - Round 6 - 2016 (CGY),False,2019-06-13,21.0,,3.0,RFA,2022.0,809167.0,1.0,925000.0,842500.0,750000.0,92500.0,8479408.0,Entry-Level,CGY,CGY
Mikhail Sergachev,TBL,23.0,1998-06-25,LD/RD,Left,9 - Round 1 - 2016 (MTL),False,2020-11-25,22.0,,3.0,RFA,2023.0,4800000.0,5.9,4800000.0,4800000.0,3300000.0,1500000.0,8479410.0,Standard,TBL,TBL
Sean Day,TBL,23.0,1998-01-09,LD,Left,81 - Round 3 - 2016 (NYR),False,2021-08-01,23.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479413.0,Standard,TBL,TBL
Nathan Bastian,NJD,23.0,1997-12-06,"RW, C",Right,41 - Round 2 - 2016 (NJD),False,2021-06-15,23.0,,2.0,RFA,2023.0,825000.0,1.0,825000.0,775000.0,775000.0,0.0,8479414.0,Standard,NJD,"SEA,NJD"
Michael Mcleod,NJD,23.0,1998-02-03,C,Right,12 - Round 1 - 2016 (NJD),True,2021-07-15,23.0,,2.0,RFA,2023.0,975000.0,1.2,975000.0,950000.0,950000.0,0.0,8479415.0,Standard,NJD,NJD
Benjamin Gleason,DAL,23.0,1998-03-25,LD,Left,-,False,2021-07-31,23.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479416.0,Standard,DAL,DAL
Brett Murray,BUF,22.0,1998-07-20,LW,Left,99 - Round 4 - 2016 (BUF),False,2020-07-31,21.0,,2.0,RFA,2022.0,775000.0,1.0,775000.0,800000.0,750000.0,50000.0,8479419.0,Entry-Level,BUF,BUF
Tage Thompson,BUF,23.0,1997-10-30,"C, RW",Right,26 - Round 1 - 2016 (STL),True,2020-10-05,22.0,,3.0,RFA,2023.0,1400000.0,1.7,1400000.0,1400000.0,1400000.0,0.0,8479420.0,Standard,BUF,BUF
Jacob Moverare,LAK,22.0,1998-08-31,LD,Left,112 - Round 4 - 2016 (LAK),False,2021-08-13,22.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479421.0,Standard,LAK,LAK
Alexander Nylander,PIT,23.0,1998-03-02,"RW, LW",Right,8 - Round 1 - 2016 (BUF),False,2021-08-16,23.0,,1.0,RFA,2022.0,874125.0,1.1,874125.0,874125.0,874125.0,0.0,8479423.0,Standard,CHI,"CHI,PIT"
German Rubtsov,-,23.0,1998-06-27,C,Left,22 - Round 1 - 2016 (PHI),True,2021-06-14,23.0,,1.0,UFANo QO,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479424.0,Standard,PHI,"PHI,FLA"
Filip Hronek,DET,23.0,1997-11-02,RD,Right,53 - Round 2 - 2016 (DET),False,2021-09-03,23.0,,3.0,RFA,2024.0,4400000.0,5.4,4400000.0,3200000.0,2700000.0,500000.0,8479425.0,Standard,DET,DET
Jacob MacDonald,COL,28.0,1993-02-26,"LD/RD, LW",Left,-,True,2020-03-27,27.0,,2.0,UFA,2022.0,725000.0,0.9,725000.0,750000.0,750000.0,0.0,8479439.0,Standard,COL,COL
Troy Stecher,ARI,27.0,1994-04-07,RD,Right,-,False,2020-10-10,26.0,,2.0,UFA,2022.0,1700000.0,2.1,1700000.0,2200000.0,2200000.0,0.0,8479442.0,Standard,DET,"LAK,DET"
Sam Anas,-,28.0,1993-06-01,C,Right,-,False,2020-10-10,27.0,,2.0,UFA,2022.0,725000.0,0.9,725000.0,750000.0,750000.0,0.0,8479443.0,Standard,STL,STL
Anthony Greco,-,27.0,1993-09-30,RW,Right,-,False,2020-10-09,26.0,,2.0,UFA,2022.0,737500.0,0.9,737500.0,775000.0,775000.0,0.0,8479447.0,Standard,NYR,NYR
Nikita Zaitsev,OTT,29.0,1991-10-29,RD,Right,-,True,2017-05-02,25.0,M-NTC,7.0,UFA,2024.0,4500000.0,6.2,4500000.0,4500000.0,4500000.0,0.0,8479458.0,Standard,OTT,OTT
Tarmo Reunanen,CAR,23.0,1998-03-01,LD,Left,98 - Round 4 - 2016 (NYR),False,2019-06-05,21.0,,3.0,RFA,2022.0,809167.0,1.0,925000.0,842500.0,750000.0,92500.0,8479462.0,Entry-Level,CAR,"CAR,NYR"
Drake Caggiula,PIT,27.0,1994-06-20,"LW, RW",Left,-,True,2021-07-27,27.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479465.0,Standard,BUF,BUF
Michal Kempný,-,30.0,1990-09-08,LD,Left,-,True,2018-06-29,27.0,,4.0,UFA,2022.0,2500000.0,3.1,2500000.0,2200000.0,1000000.0,1200000.0,8479482.0,Standard,WSH,WSH
David Rittich,WPG,28.0,1992-08-19,G,Left,-,False,2021-07-28,28.0,,1.0,UFA,2022.0,1250000.0,1.5,1250000.0,1250000.0,1250000.0,0.0,8479496.0,Standard,NSJ,NSJ
Janne Kuokkanen,-,23.0,1998-05-25,"LW, C",Left,43 - Round 2 - 2016 (CAR),False,2021-08-09,23.0,,2.0,RFA,2023.0,1825000.0,2.2,1825000.0,1600000.0,1500000.0,100000.0,8479511.0,Standard,NJD,NJD
Kasper Björkqvist,PIT,23.0,1997-07-10,LW,Left,61 - Round 2 - 2016 (PIT),True,2021-07-24,23.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479512.0,Standard,PIT,PIT
Rem Pitlick,MTL,24.0,1997-04-02,"LW, C",Left,76 - Round 3 - 2016 (NSH),False,2021-08-04,24.0,,1.0,UFANo QO,2022.0,917831.0,1.1,917831.0,917831.0,917831.0,0.0,8479514.0,Standard,MTL,"MIN,MTL"
Garrett Pilon,WSH,23.0,1998-04-13,C,Right,87 - Round 3 - 2016 (WSH),True,2021-06-17,23.0,,2.0,RFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479516.0,Standard,WSH,WSH
Fredrik Karlström,DAL,23.0,1998-01-12,C,Left,90 - Round 3 - 2016 (DAL),False,2020-06-01,22.0,,2.0,RFA,2022.0,795000.0,1.0,795000.0,820000.0,750000.0,70000.0,8479518.0,Entry-Level,DAL,DAL
Filip Berglund,-,24.0,1997-05-10,RD,Right,91 - Round 3 - 2016 (EDM),False,2020-05-01,23.0,,2.0,UFANo QO,2022.0,817500.0,1.0,925000.0,842500.0,750000.0,92500.0,8479519.0,Entry-Level,EDM,EDM
Brandon Duhaime,MIN,24.0,1997-05-22,"RW, LW",Left,106 - Round 4 - 2016 (MIN),False,2021-07-29,24.0,,2.0,RFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479520.0,Standard,MIN,MIN
Lucas Carlsson,FLA,23.0,1997-07-05,LD,Left,110 - Round 4 - 2016 (CHI),True,2021-07-26,23.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479523.0,Standard,FLA,FLA
Ross Colton,TBL,24.0,1996-09-11,"LW, C",Left,118 - Round 4 - 2016 (TBL),False,2021-08-09,24.0,,2.0,RFA,2023.0,1125000.0,1.4,1125000.0,1000000.0,1000000.0,0.0,8479525.0,Standard,TBL,TBL
Otto Koivula,NYI,22.0,1998-09-01,"LW, RW, C",Left,120 - Round 4 - 2016 (NYI),False,2021-09-16,22.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479526.0,Standard,NYI,NYI
Adam Werner,-,24.0,1997-05-02,G,Left,131 - Round 5 - 2016 (COL),False,2021-07-28,24.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479530.0,Standard,CGY,CGY
Joona Koppanen,BOS,23.0,1998-02-25,"LW, C",Left,135 - Round 5 - 2016 (BOS),True,2021-07-07,23.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479533.0,Standard,BOS,BOS
Linus Högberg,PHI,22.0,1998-09-04,LD,Left,139 - Round 5 - 2016 (PHI),False,2020-05-30,21.0,,2.0,RFA,2022.0,815000.0,1.0,900000.0,837500.0,750000.0,87500.0,8479534.0,Entry-Level,PHI,PHI
Axel Jonsson-Fjällby,WPG,23.0,1998-02-10,LW,Left,147 - Round 5 - 2016 (WSH),True,2021-06-07,23.0,,2.0,RFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479536.0,Standard,WSH,WSH
Niclas Almari,-,23.0,1998-05-11,LD,Left,151 - Round 5 - 2016 (PIT),False,2019-05-08,21.0,,3.0,UFANo QO,2022.0,809167.0,1.0,925000.0,842500.0,750000.0,92500.0,8479539.0,Entry-Level,PIT,PIT
Brandon Hagel,TBL,22.0,1998-08-27,"LW, RW",Left,159 - Round 6 - 2016 (BUF),False,2021-08-06,22.0,,3.0,RFA,2024.0,1500000.0,1.8,1500000.0,1000000.0,1000000.0,0.0,8479542.0,Standard,CHI,"CHI,TBL"
Michael Pezzetta,MTL,23.0,1998-03-13,"LW, RW",Left,160 - Round 6 - 2016 (MTL),False,2021-08-05,23.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479543.0,Standard,MTL,MTL
Oskar Steen,BOS,23.0,1998-03-09,"C, RW",Right,165 - Round 6 - 2016 (BOS),False,2019-05-03,21.0,,3.0,RFA,2022.0,809167.0,1.0,925000.0,842500.0,750000.0,92500.0,8479546.0,Entry-Level,BOS,BOS
Matthew Phillips,CGY,23.0,1998-04-06,C,Right,166 - Round 6 - 2016 (CGY),False,2021-08-06,23.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479547.0,Standard,CGY,CGY
Filip Larsson,-,22.0,1998-08-17,G,Left,167 - Round 6 - 2016 (DET),False,2019-04-15,20.0,,3.0,UFANo QO,2022.0,836667.0,1.1,1100000.0,925000.0,832500.0,92500.0,8479548.0,Entry-Level,DET,DET
Tanner Laczynski,PHI,24.0,1997-06-01,"C, RW",Right,169 - Round 6 - 2016 (PHI),False,2020-03-23,23.0,,2.0,RFA,2022.0,925000.0,1.1,925000.0,925000.0,832500.0,92500.0,8479550.0,Entry-Level,PHI,PHI
Collin Adams,NYI,23.0,1998-04-24,LW,Left,170 - Round 6 - 2016 (NYI),False,2021-04-14,23.0,,2.0,RFA,2023.0,800000.0,1.0,800000.0,800000.0,750000.0,50000.0,8479551.0,Entry-Level,NYI,NYI
Maxim Mamin,-,26.0,1995-01-13,"LW, RW",Left,175 - Round 6 - 2016 (FLA),False,2021-07-28,26.0,,1.0,UFA,2022.0,975000.0,1.2,975000.0,975000.0,975000.0,0.0,8479553.0,Standard,FLA,FLA
Joachim Blichfeld,-,22.0,1998-07-17,"RW, LW",Right,210 - Round 7 - 2016 (SJS),True,2021-07-22,22.0,,1.0,UFANo QO,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479571.0,Standard,SJS,SJS
Mikhail Maltsev,COL,23.0,1998-03-12,LW,Left,102 - Round 4 - 2016 (NJD),False,2019-05-13,21.0,,3.0,RFA,2022.0,809167.0,1.0,925000.0,842500.0,750000.0,92500.0,8479573.0,Entry-Level,COL,COL
Mikhail Berdin,WPG,23.0,1998-03-01,G,Left,157 - Round 6 - 2016 (WPG),True,2020-12-17,23.0,,2.0,RFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479574.0,Standard,WPG,WPG
Patrick Harper,-,22.0,1998-07-29,C,Left,138 - Round 5 - 2016 (NSH),False,2020-03-20,21.0,,2.0,RFA,2022.0,925000.0,1.1,925000.0,925000.0,832500.0,92500.0,8479575.0,Entry-Level,NSJ,NSJ
Casey Fitzgerald,BUF,24.0,1997-02-25,RD,Right,86 - Round 3 - 2016 (BUF),False,2021-08-13,24.0,,2.0,RFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479578.0,Standard,BUF,BUF
Dylan Gambrell,OTT,24.0,1996-08-26,C,Right,60 - Round 2 - 2016 (SJS),True,2021-07-15,24.0,,1.0,RFA,2022.0,1100000.0,1.3,1100000.0,1100000.0,1100000.0,0.0,8479580.0,Standard,OTT,"SJS,OTT"
Jack Lafontaine,-,23.0,1998-01-06,G,Left,75 - Round 3 - 2016 (CAR),False,2022-01-09,23.0,,1.0,UFANo QO,2022.0,910909.0,1.1,1000000.0,838500.0,750000.0,88500.0,8479581.0,Entry-Level,CAR,CAR
Anatoly Golyshev,-,26.0,1995-02-14,"LW, RW",Left,95 - Round 4 - 2016 (NYI),False,2021-10-11,26.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479583.0,Standard,NYI,NYI
Damien Riat,WSH,24.0,1997-02-26,"LW, RW, C",Right,117 - Round 4 - 2016 (WSH),False,2020-03-05,23.0,,2.0,RFA,2022.0,817500.0,1.0,925000.0,842500.0,750000.0,92500.0,8479584.0,Entry-Level,WSH,WSH
Rhett Gardner,DAL,25.0,1996-02-28,"C, LW",Left,116 - Round 4 - 2016 (DAL),True,2021-06-24,25.0,,2.0,UFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479587.0,Standard,DAL,DAL
Nolan Stevens,-,24.0,1996-07-22,C,Left,125 - Round 5 - 2016 (STL),True,2021-07-22,24.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479588.0,Standard,MIN,"MIN,STL"
Colton Point,-,23.0,1998-03-04,G,Left,128 - Round 5 - 2016 (DAL),False,2021-07-30,23.0,,1.0,UFANo QO,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479589.0,Standard,DAL,DAL
Michael Eyssimont,WPG,24.0,1996-09-09,C,Left,142 - Round 5 - 2016 (LAK),False,2021-07-28,24.0,,2.0,RFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479591.0,Standard,WPG,WPG
Nathan Clurman,COL,23.0,1998-05-08,RD,Right,161 - Round 6 - 2016 (COL),False,2021-04-05,23.0,,2.0,RFA,2023.0,842500.0,1.0,925000.0,842500.0,750000.0,92500.0,8479594.0,Entry-Level,COL,COL
Tyler Wall,-,23.0,1998-01-14,G,Left,174 - Round 6 - 2016 (NYR),False,2020-05-08,22.0,,2.0,UFANo QO,2022.0,925000.0,1.1,925000.0,925000.0,832500.0,92500.0,8479596.0,Entry-Level,NYR,NYR
Chase Priskie,BUF,25.0,1996-03-19,RD,Right,177 - Round 6 - 2016 (WSH),False,2021-08-05,25.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479597.0,Standard,FLA,FLA
Jeremy Davies,BUF,24.0,1996-12-04,LD,Left,192 - Round 7 - 2016 (NJD),True,2021-07-26,24.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479602.0,Standard,NSJ,NSJ
Michael Carcone,ARI,25.0,1996-05-19,"LW, C",Left,-,False,2021-07-29,25.0,,2.0,UFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479619.0,Standard,ARI,ARI
Brayden Burke,-,24.0,1997-01-01,LW,Left,-,False,2021-08-01,24.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479633.0,Standard,LAK,"LAK,NSJ"
Dylan Coghlan,CAR,23.0,1998-02-19,RD,Right,-,False,2021-09-16,23.0,,2.0,RFA,2023.0,762500.0,0.9,762500.0,750000.0,750000.0,0.0,8479639.0,Standard,VGK,VGK
Matt Luff,DET,24.0,1997-05-05,RW,Right,-,False,2021-07-28,24.0,,1.0,UFANo QO,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479644.0,Standard,NSJ,NSJ
Tanner Jeannot,NSH,24.0,1997-05-29,"LW, RW",Left,-,False,2021-07-30,24.0,,2.0,RFA,2023.0,800000.0,1.0,800000.0,750000.0,750000.0,0.0,8479661.0,Standard,NSJ,NSJ
Mathieu Olivier,CBJ,24.0,1997-02-11,RW,Right,-,False,2021-07-29,24.0,,2.0,RFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479671.0,Standard,NSJ,NSJ
Trevor Moore,LAK,26.0,1995-03-31,"RW, LW",Left,-,True,2021-07-24,26.0,,2.0,UFA,2023.0,1875000.0,2.3,1875000.0,1500000.0,1500000.0,0.0,8479675.0,Standard,LAK,LAK
Jeffrey Viel,SJS,24.0,1997-01-28,LW,Left,-,True,2021-06-14,24.0,,2.0,RFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479705.0,Standard,SJS,SJS
Alex Barré-Boulet,TBL,24.0,1997-05-21,"RW, LW",Left,-,False,2021-07-30,24.0,,3.0,UFA,2024.0,758333.0,0.9,758333.0,750000.0,750000.0,0.0,8479718.0,Standard,TBL,"SEA,TBL"
Kristians Rubins,OTT,23.0,1997-12-11,LD,Left,-,False,2020-04-01,22.0,,2.0,UFANo QO,2022.0,785000.0,1.0,785000.0,810000.0,750000.0,60000.0,8479729.0,Entry-Level,TOR,TOR
Brennan Menell,-,24.0,1997-05-24,D,Right,-,False,2021-07-31,24.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479734.0,Standard,TOR,"PHI,TOR"
Tye Felhaber,-,22.0,1998-08-05,C,Left,-,False,2019-03-01,20.0,,3.0,UFANo QO,2022.0,925000.0,1.2,925000.0,925000.0,832500.0,92500.0,8479746.0,Entry-Level,DAL,"DAL,TBL"
Gage Quinney,-,25.0,1995-07-29,"LW, C",Left,-,False,2021-07-28,25.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479748.0,Standard,VGK,VGK
Zack MacEwen,PHI,24.0,1996-07-08,"C, RW",Right,-,True,2020-10-06,23.0,,2.0,RFA,2022.0,825000.0,1.0,825000.0,950000.0,950000.0,0.0,8479772.0,Standard,PHI,"VAN,PHI"
Gerald Mayhew,FLA,28.0,1992-12-31,"C, RW",Right,-,False,2021-07-28,28.0,,1.0,UFA,2022.0,800000.0,1.0,800000.0,800000.0,800000.0,0.0,8479933.0,Standard,PHI,"ANA,PHI"
Justin Danforth,CBJ,28.0,1993-03-15,"RW, C",Right,-,False,2021-05-03,28.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479941.0,Standard,CBJ,CBJ
Zach Aston-Reese,TOR,26.0,1994-08-10,"LW, RW",Left,-,False,2021-08-05,26.0,,1.0,UFA,2022.0,1725000.0,2.1,1725000.0,1725000.0,1725000.0,0.0,8479944.0,Standard,PIT,"ANA,PIT"
Gavin Bayreuther,CBJ,27.0,1994-05-12,LD/RD,Left,-,False,2021-07-28,27.0,,2.0,UFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479945.0,Standard,CBJ,CBJ
John Stevens,VAN,27.0,1994-04-17,C,Left,-,False,2021-07-28,27.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479962.0,Standard,VAN,VAN
Vinni Lettieri,BOS,26.0,1995-02-06,"C, RW",Right,-,True,2021-07-13,26.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479968.0,Standard,ANA,ANA
Joseph Gambardella,NJD,27.0,1993-12-01,LW,Left,-,False,2021-07-29,27.0,,2.0,UFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479970.0,Standard,NJD,NJD
Mason Shaw,MIN,22.0,1998-11-03,"LW, C",Left,97 - Round 4 - 2017 (MIN),False,2021-08-17,22.0,,2.0,RFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479972.0,Standard,MIN,MIN
Stuart Skinner,EDM,22.0,1998-11-01,G,Left,78 - Round 3 - 2017 (EDM),False,2021-08-08,22.0,,2.0,RFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479973.0,Standard,EDM,EDM
Nolan Patrick,VGK,22.0,1998-09-19,"C, RW",Right,2 - Round 1 - 2017 (PHI),False,2021-09-19,22.0,,2.0,RFA,2023.0,1200000.0,1.5,1200000.0,1000000.0,1000000.0,0.0,8479974.0,Standard,VGK,VGK
Juuso Välimäki,ARI,22.0,1998-10-06,LD,Left,16 - Round 1 - 2017 (CGY),False,2021-08-20,22.0,,2.0,RFA,2023.0,1550000.0,1.9,1550000.0,1100000.0,1100000.0,0.0,8479976.0,Standard,CGY,CGY
Kailer Yamamoto,EDM,22.0,1998-09-29,"RW, C",Right,22 - Round 1 - 2017 (EDM),False,2021-09-18,22.0,,1.0,RFA,2022.0,1175000.0,1.4,1175000.0,1175000.0,1175000.0,0.0,8479977.0,Standard,EDM,EDM
Jake Oettinger,DAL,22.0,1998-12-18,G,Left,26 - Round 1 - 2017 (DAL),False,2019-03-25,20.0,,3.0,RFA,2022.0,925000.0,1.2,1387500.0,925000.0,832500.0,92500.0,8479979.0,Entry-Level,DAL,DAL
Nicolas Hague,VGK,22.0,1998-12-05,LD,Left,34 - Round 2 - 2017 (VGK),False,2017-09-29,18.0,,3.0,RFA,2022.0,791667.0,1.1,863333.0,832500.0,832500.0,0.0,8479980.0,Entry-Level,VGK,VGK
Jonah Gadjovich,SJS,22.0,1998-10-12,"LW, RW",Left,55 - Round 2 - 2017 (VAN),False,2017-10-16,18.0,,3.0,RFA,2022.0,783333.0,1.1,863333.0,832500.0,832500.0,0.0,8479981.0,Entry-Level,SJS,SJS
Conor Timmins,ARI,22.0,1998-09-18,RD,Right,32 - Round 2 - 2017 (COL),False,2021-08-06,22.0,,2.0,RFA,2023.0,850000.0,1.0,850000.0,750000.0,750000.0,0.0,8479982.0,Standard,ARI,ARI
Mario Ferraro,SJS,22.0,1998-09-17,LD,Left,49 - Round 2 - 2017 (SJS),False,2019-04-29,20.0,,3.0,RFA,2022.0,925000.0,1.2,1137500.0,925000.0,832500.0,92500.0,8479983.0,Entry-Level,SJS,SJS
Cal Foote,TBL,22.0,1998-12-13,RD,Right,14 - Round 1 - 2017 (TBL),False,2021-07-29,22.0,,2.0,RFA,2023.0,850000.0,1.0,850000.0,750000.0,750000.0,0.0,8479984.0,Standard,TBL,TBL
Cale Fleury,SEA,22.0,1998-11-19,RD,Right,87 - Round 3 - 2017 (MTL),False,2021-08-13,22.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479985.0,Standard,SEA,SEA
Kole Lind,SEA,22.0,1998-10-16,RW,Right,33 - Round 2 - 2017 (VAN),False,2021-08-06,22.0,,1.0,RFA,2022.0,874125.0,1.1,874125.0,874125.0,874125.0,0.0,8479986.0,Standard,SEA,SEA
Morgan Geekie,SEA,22.0,1998-07-20,"C, RW",Right,67 - Round 3 - 2017 (CAR),True,2021-07-16,22.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8479987.0,Standard,SEA,SEA
Stelio Mattheos,CAR,22.0,1999-06-14,C,Right,73 - Round 3 - 2017 (CAR),False,2019-03-21,20.0,,3.0,RFA,2022.0,809166.0,1.0,925000.0,842500.0,750000.0,92500.0,8479989.0,Entry-Level,CAR,CAR
Josh Brook,-,22.0,1999-06-17,RD,Right,56 - Round 2 - 2017 (MTL),False,2018-09-21,19.0,,3.0,UFANo QO,2022.0,795000.0,1.0,910833.0,800000.0,800000.0,0.0,8479990.0,Entry-Level,MTL,MTL
Jake Leschyshyn,VGK,22.0,1999-03-10,C,Left,62 - Round 2 - 2017 (VGK),False,2018-06-01,19.0,,3.0,RFA,2022.0,778333.0,1.0,927500.0,750000.0,750000.0,0.0,8479991.0,Entry-Level,VGK,VGK
Michael Rasmussen,DET,22.0,1999-04-17,"C, LW",Left,9 - Round 1 - 2017 (DET),True,2021-07-22,22.0,,3.0,RFA,2024.0,1460000.0,1.8,1460000.0,1000000.0,1000000.0,0.0,8479992.0,Standard,DET,DET
Ian Scott,-,22.0,1999-01-11,G,Left,110 - Round 4 - 2017 (TOR),False,2018-12-14,19.0,,3.0,UFANo QO,2022.0,805833.0,1.0,910833.0,832500.0,832500.0,0.0,8479993.0,Entry-Level,TOR,TOR
Jaret Anderson-Dolan,LAK,21.0,1999-09-12,C,Left,41 - Round 2 - 2017 (LAK),False,2017-09-25,17.0,,3.0,RFA,2022.0,747500.0,1.0,913333.0,750000.0,750000.0,0.0,8479994.0,Entry-Level,LAK,LAK
Cody Glass,NSH,22.0,1999-04-01,C,Right,6 - Round 1 - 2017 (VGK),False,2017-07-15,18.0,,3.0,RFA,2022.0,863333.0,1.2,1713333.0,832500.0,832500.0,0.0,8479996.0,Entry-Level,NSJ,NSJ
Nicholas Henry,-,21.0,1999-07-04,RW,Right,94 - Round 4 - 2017 (COL),False,2019-03-01,19.0,,3.0,UFANo QO,2022.0,798333.0,1.0,826667.0,830000.0,750000.0,80000.0,8479997.0,Entry-Level,COL,COL
Michael Anderson,LAK,22.0,1999-05-25,LD,Left,103 - Round 4 - 2017 (LAK),False,2019-04-23,20.0,,3.0,RFA,2022.0,925000.0,1.2,1775000.0,925000.0,832500.0,92500.0,8479998.0,Entry-Level,LAK,LAK
